0;dater;16.11.2022;
0;numdv;испытание перв лист;
0;urab;380;
0;prab;2;
0;polus;6;
0;tipdv;обычный;
0;regim;нагрузка;
0;IE;IE3;
0;osobenn;особ нету;
0;humi;85;
0;pressure;99;
0;stendn;ќћј 2266-00-00;
0;stenda;15.03.19г-15.03.26г;
0;prim;осмотр ок;
1;st11;11;
1;st12;12;
1;st13;31;
1;st21;21;
1;st22;22;
1;st23;32;
1;st31;31;
1;st32;32;
1;st33;33;
1;fsoed;«везда;
1;fprizn;2;
1;stred;ћќм;
1;rizoled;ћќм;
1;rizolvk;500;
1;rizolob;500;
1;tempersopr1;11,00;
1;tempersopr2;13,00;
1;tempersopr3;17,00;
1;u1hh;495,1;
1;u2hh;493,5;
1;u3hh;494,2;
1;u4hh;494,9;
1;u5hh;494,8;
1;u6hh;494,9;
1;u7hh;495,7;
1;u8hh;495,5;
1;u9hh;493,6;
1;u10hh;494,5;
1;u11hh;494,4;
1;u12hh;493,2;
1;i1hh;6,99;
1;i2hh;7;
1;i3hh;7,03;
1;i4hh;6,98;
1;i5hh;6,99;
1;i6hh;7,04;
1;i7hh;7;
1;i8hh;7,02;
1;i9hh;6,98;
1;i10hh;7,01;
1;i11hh;7;
1;i12hh;7,07;
1;p1hh;1662,3;
1;p2hh;1636,7;
1;p3hh;1642,7;
1;p4hh;1659,2;
1;p5hh;1658,9;
1;p6hh;1643,5;
1;p7hh;1645,5;
1;p8hh;1644,1;
1;p9hh;1634,5;
1;p10hh;1653,5;
1;p11hh;1653,5;
1;p12hh;1654,8;
1;r1hh;0;
1;r2hh;0;
1;r3hh;0;
1;r4hh;0;
1;r5hh;0;
1;r6hh;0;
1;r7hh;0;
1;r8hh;0;
1;r9hh;0;
1;r10hh;0;
1;r11hh;0;
1;r12hh;0;
