0;dater;16.11.2022;
0;numdv;12A26-380;
0;urab;380;
0;prab;1,6;
0;polus;2;
0;tipdv;стандарт;
0;regim;режим обычный;
0;IE;IE1;
0;osobenn;без особенностей;
0;humi;80;
0;pressure;101;
0;stendn;Ѕћ 1186-00-00;
0;stenda;10.03.19г-10.03.26г;
0;prim;¬нешний осмотр;
1;st11;23;
1;st12;24;
1;st13;25;
1;st21;26;
1;st22;27;
1;st23;28;
1;st31;29;
1;st32;30;
1;st33;31;
1;fsoed;«везда;
1;fprizn;1;
1;stred;ћќм;
1;rizoled;ћќм;
1;rizolvk;500;
1;rizolob;500;
1;temper;24,33;
1;u1hh;494,9;
1;u2hh;494,1;
1;u3hh;493,7;
1;u4hh;;
1;u5hh;;
1;u6hh;;
1;u7hh;;
1;u8hh;;
1;u9hh;;
1;u10hh;;
1;i1hh;6,99;
1;i2hh;7,01;
1;i3hh;7;
1;i4hh;;
1;i5hh;;
1;i6hh;;
1;i7hh;;
1;i8hh;;
1;i9hh;;
1;i10hh;;
1;p1hh;1665,3;
1;p2hh;1644,2;
1;p3hh;1645,7;
1;p4hh;;
1;p5hh;;
1;p6hh;;
1;p7hh;;
1;p8hh;;
1;p9hh;;
1;p10hh;;
1;r1hh;10;
1;r2hh;20;
1;r3hh;30;
1;r4hh;;
1;r5hh;;
1;r6hh;;
1;r7hh;;
1;r8hh;;
1;r9hh;;
1;r10hh;;
