0;dater;04.01.2023;
0;numdv;04012023-тест сопр;
0;unom;380;
0;uisp;380;
0;pnom;1,6;
0;pisp;1,6;
0;polus;2;
0;polusisp;6;
0;tipdv;стандарт;
0;regim;режим обычный;
0;IE;IE1;
0;osobenn;особен;
0;humi;80;
0;pressure;102;
0;stendn;ќћј 2041-00-00ѕ—;
0;stenda;14.03.19г-14.03.24г;
0;prim;осмотр;
1;st11;0,1;
1;st12;0,4;
1;st13;0,9;
1;st21;0,2;
1;st22;0,7;
1;st23;0,1;
1;st31;0,3;
1;st32;0,8;
1;st33;0,11;
1;fsoed;«везда;
1;fprizn;1;
1;stred;ћќм;
1;rizoled;ћќм;
1;rizolvk;500;
1;rizolob;500;
1;tempersopr1;21,0;
1;tempersopr2;23,0;
1;tempersopr3;22,0;
1;u1hh;;
1;u2hh;;
1;u3hh;;
1;u4hh;;
1;u5hh;;
1;u6hh;;
1;u7hh;;
1;u8hh;;
1;u9hh;;
1;u10hh;;
1;u11hh;;
1;u12hh;;
1;i1hh;;
1;i2hh;;
1;i3hh;;
1;i4hh;;
1;i5hh;;
1;i6hh;;
1;i7hh;;
1;i8hh;;
1;i9hh;;
1;i10hh;;
1;i11hh;;
1;i12hh;;
1;p1hh;;
1;p2hh;;
1;p3hh;;
1;p4hh;;
1;p5hh;;
1;p6hh;;
1;p7hh;;
1;p8hh;;
1;p9hh;;
1;p10hh;;
1;p11hh;;
1;p12hh;;
1;r1hh;;
1;r2hh;;
1;r3hh;;
1;r4hh;;
1;r5hh;;
1;r6hh;;
1;r7hh;;
1;r8hh;;
1;r9hh;;
1;r10hh;;
1;r11hh;;
1;r12hh;;
