0;dater;05.01.2023;
0;numdv;номер05012023;
0;unom;380;
0;uisp;220;
0;pnom;1,6;
0;pisp;1800;
0;polus;2;
0;polusisp;4;
0;tipdv;ИСПЫТАНИЕ;
0;regim;режим обычный;
0;IE;IE1;
0;osobenn;без особ;
0;humi;80;
0;pressure;102;
0;stendn;ОМА 2266-00-00;
0;stenda;15.03.19г-15.03.26г;
0;prim;осмотр ок;
1;st11;0,7;
1;st12;0,6;
1;st13;0,1;
1;st21;0,8;
1;st22;0,5;
1;st23;0,3;
1;st31;0,9;
1;st32;0,4;
1;st33;0,2;
1;fsoed;Звезда;
1;fprizn;1;
1;stred;МОм;
1;rizoled;МОм;
1;rizolvk;500;
1;rizolob;500;
1;tempersopr1;21,0;
1;tempersopr2;22,0;
1;tempersopr3;23,0;
1;u1hh;494,4;
1;u2hh;495,4;
1;u3hh;492,8;
1;u4hh;493,2;
1;u5hh;;
1;u6hh;;
1;u7hh;;
1;u8hh;;
1;u9hh;;
1;u10hh;;
1;u11hh;;
1;u12hh;;
1;i1hh;7,02;
1;i2hh;7,02;
1;i3hh;7,00;
1;i4hh;7,00;
1;i5hh;;
1;i6hh;;
1;i7hh;;
1;i8hh;;
1;i9hh;;
1;i10hh;;
1;i11hh;;
1;i12hh;;
1;p1hh;1644,0;
1;p2hh;1647,2;
1;p3hh;1647,2;
1;p4hh;1658,8;
1;p5hh;;
1;p6hh;;
1;p7hh;;
1;p8hh;;
1;p9hh;;
1;p10hh;;
1;p11hh;;
1;p12hh;;
1;r1hh;1,3;
1;r2hh;1,4;
1;r3hh;1,5;
1;r4hh;1,6;
1;r5hh;;
1;r6hh;;
1;r7hh;;
1;r8hh;;
1;r9hh;;
1;r10hh;;
1;r11hh;;
1;r12hh;;
