0;dater;03.08.2023;
0;numdv;1243419-1;
0;unom;380;
0;uisp;380;
0;pnom;0,75;
0;pisp;750;
0;polus;6;
0;polusisp;6;
0;tipdv;ј»–80A6”2;
0;regim;S1;
0;IE;IE1;
0;osobenn;превышение –0;
0;humi;50;
0;pressure;100;
0;stendn;Ѕћ 1186-00-00;
0;stenda;10.03.19г-10.03.26г;
0;prim;;
0;fio;«убарев ј.ћ.;
1;st11;21,311;
1;st12;21,278;
1;st13;21,305;
1;st21;21,311;
1;st22;21,281;
1;st23;21,234;
1;st31;21,314;
1;st32;21,278;
1;st33;21,305;
1;fsoed;«везда;
1;fprizn;2;
1;stred1;ќм;
1;rizoled1;ћќм;
1;rizoled2;ћќм;
1;rizolvk;500;
1;rizolob;500;
1;tempersopr1;25,5;
1;tempersopr2;25,5;
1;tempersopr3;25,5;
1;stred2;ќм;
1;u1hh;494,50;
1;u2hh;418,10;
1;u3hh;379,50;
1;u4hh;361,80;
1;u5hh;341,30;
1;u6hh;284,10;
1;u7hh;228,40;
1;u8hh;189,40;
1;u9hh;151,30;
1;u10hh;114,40;
1;u11hh;;
1;u12hh;;
1;i1hh;5,24;
1;i2hh;2,94;
1;i3hh;2,14;
1;i4hh;1,86;
1;i5hh;1,6;
1;i6hh;1,15;
1;i7hh;0,85;
1;i8hh;0,68;
1;i9hh;0,53;
1;i10hh;0,39;
1;i11hh;;
1;i12hh;;
1;p1hh;1596,40;
1;p2hh;508,40;
1;p3hh;265,90;
1;p4hh;197,50;
1;p5hh;147,50;
1;p6hh;81,90;
1;p7hh;47,80;
1;p8hh;32,80;
1;p9hh;21,80;
1;p10hh;14,00;
1;p11hh;;
1;p12hh;;
1;r1hh;0;
1;r2hh;0;
1;r3hh;0;
1;r4hh;0;
1;r5hh;0;
1;r6hh;0;
1;r7hh;0;
1;r8hh;0;
1;r9hh;0;
1;r10hh;24,873;
1;r11hh;;
1;r12hh;;
1;stred3;ќм;
1;stred4;;
