0;dater;16.03.2023;
0;numdv;тест1 номер;
0;unom;380;
0;uisp;380;
0;pnom;4,25;
0;pisp;4250;
0;polus;2;
0;polusisp;2;
0;tipdv;пошаговое испытание;
0;regim;режим обычный;
0;IE;IE1;
0;osobenn;без особенностей эмулятор;
0;humi;80;
0;pressure;101;
0;stendn;БМ 1186-00-00;
0;stenda;10.03.19г-10.03.26г;
0;prim;осмотрено;
0;fio;Иванов А. А.;
1;st11;1,2;
1;st12;1,3;
1;st13;2,3;
1;st21;2,1;
1;st22;1,2;
1;st23;2,22;
1;st31;2,2;
1;st32;2,3;
1;st33;0,1;
1;fsoed;Звезда;
1;fprizn;2;
1;stred1;МОм;
1;rizoled;МОм;
1;rizolvk;500;
1;rizolob;500;
1;tempersopr1;21,3;
1;tempersopr2;22,6;
1;tempersopr3;20,8;
1;stred2;МОм;
1;u1hh;494,2;
1;u2hh;494,1;
1;u3hh;0,0;
1;u4hh;;
1;u5hh;;
1;u6hh;;
1;u7hh;;
1;u8hh;;
1;u9hh;;
1;u10hh;;
1;u11hh;;
1;u12hh;;
1;i1hh;7,00;
1;i2hh;7,00;
1;i3hh;0,00;
1;i4hh;;
1;i5hh;;
1;i6hh;;
1;i7hh;;
1;i8hh;;
1;i9hh;;
1;i10hh;;
1;i11hh;;
1;i12hh;;
1;p1hh;1650,7;
1;p2hh;1650,5;
1;p3hh;0,0;
1;p4hh;;
1;p5hh;;
1;p6hh;;
1;p7hh;;
1;p8hh;;
1;p9hh;;
1;p10hh;;
1;p11hh;;
1;p12hh;;
1;r1hh;0;
1;r2hh;0;
1;r3hh;0;
1;r4hh;;
1;r5hh;;
1;r6hh;;
1;r7hh;;
1;r8hh;;
1;r9hh;;
1;r10hh;;
1;r11hh;;
1;r12hh;;
1;stred3;Ом;
1;stred4;;
