0;dater;16.11.2022;
0;numdv;2212АК7У35;
0;urab;380;
0;prab;1,8;
0;polus;4;
0;tipdv;Усиленный;
0;regim;стандарт;
0;IE;IE3;
0;osobenn;без особенностей;
0;humi;85;
0;pressure;100;
0;stendn;ОМА 2963-00-00;
0;stenda;06.03.19г-06.03.26г;
0;prim;осмотр пройден;
1;st11;10;
1;st12;40;
1;st13;70;
1;st21;20;
1;st22;50;
1;st23;80;
1;st31;30;
1;st32;60;
1;st33;90;
1;fsoed;Звезда;
1;fprizn;1;
1;stred;МОм;
1;rizoled;МОм;
1;rizolvk;500;
1;rizolob;500;
1;temper;16,67;
1;u1hh;493,8;
1;u2hh;493,1;
1;u3hh;494,8;
1;u4hh;493,6;
1;u5hh;;
1;u6hh;;
1;u7hh;;
1;u8hh;;
1;u9hh;;
1;u10hh;;
1;i1hh;7;
1;i2hh;6,97;
1;i3hh;6,99;
1;i4hh;7;
1;i5hh;;
1;i6hh;;
1;i7hh;;
1;i8hh;;
1;i9hh;;
1;i10hh;;
1;p1hh;1647;
1;p2hh;1643,2;
1;p3hh;1653,9;
1;p4hh;1652,6;
1;p5hh;;
1;p6hh;;
1;p7hh;;
1;p8hh;;
1;p9hh;;
1;p10hh;;
1;r1hh;0;
1;r2hh;0;
1;r3hh;0;
1;r4hh;0;
1;r5hh;;
1;r6hh;;
1;r7hh;;
1;r8hh;;
1;r9hh;;
1;r10hh;;
